rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
2731	AKNAD1	AKNA domain containing 1	627934	2	2	2	0	2	0	0	0	0	0	0.0486	0.409	0.246	0.672	1.000	0.196	1.000
2732	FAM161A	family with sequence similarity 161, member A	464953	1	1	1	0	0	1	0	0	0	0	0.196	0.794	NaN	NaN	NaN	0.196	1.000
2733	CLTCL1	clathrin, heavy chain-like 1	1077182	2	2	2	1	2	0	0	0	0	0	0.442	0.825	0.194	0.123	0.110	0.196	1.000
2734	PRODH2	proline dehydrogenase (oxidase) 2	340110	1	1	1	0	1	0	0	0	0	0	0.196	0.654	NaN	NaN	NaN	0.196	1.000
2735	AHSG	alpha-2-HS-glycoprotein	276617	1	1	1	0	0	1	0	0	0	0	0.196	0.737	NaN	NaN	NaN	0.196	1.000
2736	SULF1	sulfatase 1	661407	3	3	3	0	2	0	1	0	0	0	0.0487	0.368	0.852	0.211	1.000	0.196	1.000
2737	TMEM74	transmembrane protein 74	226812	1	1	1	0	0	1	0	0	0	0	0.196	0.723	NaN	NaN	NaN	0.196	1.000
2738	IL12RB2	interleukin 12 receptor, beta 2	651642	4	3	4	0	0	3	0	0	1	0	0.0822	0.431	0.416	0.912	0.593	0.196	1.000
2739	RSAD1	radical S-adenosyl methionine domain containing 1	300753	1	1	1	1	1	0	0	0	0	0	0.196	0.934	NaN	NaN	NaN	0.196	1.000
2740	IL1RL2	interleukin 1 receptor-like 2	433356	1	1	1	0	0	0	0	1	0	0	0.196	0.850	NaN	NaN	NaN	0.196	1.000
2741	SMAD2	SMAD family member 2	353454	1	1	1	0	0	0	1	0	0	0	0.196	0.705	NaN	NaN	NaN	0.196	1.000
2742	PRRT3	proline-rich transmembrane protein 3	433281	1	1	1	0	0	0	1	0	0	0	0.196	0.692	NaN	NaN	NaN	0.196	1.000
2743	SIAE	sialic acid acetylesterase	396392	1	1	1	0	0	0	1	0	0	0	0.196	0.762	NaN	NaN	NaN	0.196	1.000
2744	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	1744960	5	5	5	2	2	1	0	1	1	0	0.502	0.785	0.0547	0.654	0.0975	0.197	1.000
2745	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	442845	2	2	2	0	2	0	0	0	0	0	0.111	0.402	0.115	0.119	0.441	0.197	1.000
2746	C16orf11	chromosome 16 open reading frame 11	197553	1	1	1	0	0	1	0	0	0	0	0.197	0.684	NaN	NaN	NaN	0.197	1.000
2747	MOSPD2	motile sperm domain containing 2	385775	1	1	1	0	0	1	0	0	0	0	0.197	0.793	NaN	NaN	NaN	0.197	1.000
2748	SPAST	spastin	417141	1	1	1	1	0	0	0	0	1	0	0.197	0.944	NaN	NaN	NaN	0.197	1.000
2749	ZNF442	zinc finger protein 442	467379	1	1	1	0	0	0	1	0	0	0	0.197	0.729	NaN	NaN	NaN	0.197	1.000
2750	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	428436	1	1	1	1	0	0	1	0	0	0	0.197	0.922	NaN	NaN	NaN	0.197	1.000
2751	SLC25A40	solute carrier family 25, member 40	245921	1	1	1	0	0	0	0	0	1	0	0.197	0.838	NaN	NaN	NaN	0.197	1.000
2752	LRRC24	leucine rich repeat containing 24	198684	1	1	1	0	1	0	0	0	0	0	0.197	0.658	NaN	NaN	NaN	0.197	1.000
2753	SRPK1	SFRS protein kinase 1	419641	1	1	1	0	0	0	0	0	1	0	0.197	0.854	NaN	NaN	NaN	0.197	1.000
2754	PRRX1	paired related homeobox 1	193676	2	2	2	0	2	0	0	0	0	0	0.0491	0.428	0.590	0.514	1.000	0.197	1.000
2755	LTA	lymphotoxin alpha (TNF superfamily, member 1)	154980	1	1	1	0	0	1	0	0	0	0	0.197	0.672	NaN	NaN	NaN	0.197	1.000
2756	TMOD2	tropomodulin 2 (neuronal)	267696	1	1	1	0	0	0	1	0	0	0	0.197	0.764	NaN	NaN	NaN	0.197	1.000
2757	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	228858	1	1	1	0	0	0	0	0	1	0	0.197	1.000	NaN	NaN	NaN	0.197	1.000
2758	FAM83E	family with sequence similarity 83, member E	234313	1	1	1	0	0	0	0	0	1	0	0.197	0.671	NaN	NaN	NaN	0.197	1.000
2759	CCDC8	coiled-coil domain containing 8	398471	1	1	1	0	0	0	1	0	0	0	0.198	0.745	NaN	NaN	NaN	0.198	1.000
2760	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	147130	1	1	1	0	0	1	0	0	0	0	0.198	0.609	NaN	NaN	NaN	0.198	1.000
2761	ASTL	astacin-like metallo-endopeptidase (M12 family)	323655	2	2	2	1	2	0	0	0	0	0	0.0493	0.713	0.283	0.974	1.000	0.198	1.000
2762	TLR10	toll-like receptor 10	599801	1	1	1	0	1	0	0	0	0	0	0.198	0.700	NaN	NaN	NaN	0.198	1.000
2763	IKBIP	IKBKB interacting protein	459595	2	2	2	0	0	1	1	0	0	0	0.125	0.593	0.930	0.236	0.395	0.198	1.000
2764	PAPD7	PAP associated domain containing 7	412504	2	2	2	0	0	1	0	0	1	0	0.0716	0.539	0.633	0.440	0.690	0.198	1.000
2765	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	1173133	3	3	3	0	0	1	1	0	1	0	0.133	0.594	0.355	0.149	0.372	0.198	1.000
2766	SF3A3	splicing factor 3a, subunit 3, 60kDa	358929	1	1	1	0	0	1	0	0	0	0	0.198	0.745	NaN	NaN	NaN	0.198	1.000
2767	RHOH	ras homolog gene family, member H	142474	1	1	1	0	1	0	0	0	0	0	0.198	0.684	NaN	NaN	NaN	0.198	1.000
2768	FAM57A	family with sequence similarity 57, member A	148280	1	1	1	0	0	1	0	0	0	0	0.198	0.659	NaN	NaN	NaN	0.198	1.000
2769	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	217602	1	1	1	0	0	0	0	1	0	0	0.198	0.828	NaN	NaN	NaN	0.198	1.000
2770	ZNF678	zinc finger protein 678	399078	1	1	1	0	0	0	0	0	1	0	0.198	0.804	NaN	NaN	NaN	0.198	1.000
2771	ALX1	ALX homeobox 1	243775	1	1	1	0	0	1	0	0	0	0	0.198	0.756	NaN	NaN	NaN	0.198	1.000
2772	IRAK4	interleukin-1 receptor-associated kinase 4	346958	1	1	1	0	0	0	0	1	0	0	0.199	0.852	NaN	NaN	NaN	0.199	1.000
2773	ZNF438	zinc finger protein 438	614319	2	2	2	0	0	1	0	1	0	0	0.154	0.640	0.645	0.280	0.322	0.199	1.000
2774	TMEM71	transmembrane protein 71	225730	1	1	1	0	0	0	1	0	0	0	0.199	0.763	NaN	NaN	NaN	0.199	1.000
2775	ARHGAP22	Rho GTPase activating protein 22	349387	2	2	2	1	1	1	0	0	0	0	0.0497	0.750	0.987	0.490	1.000	0.199	1.000
2776	CYB561D2	cytochrome b-561 domain containing 2	167526	1	1	1	0	0	1	0	0	0	0	0.199	0.653	NaN	NaN	NaN	0.199	1.000
2777	LDB2	LIM domain binding 2	283721	1	1	1	0	0	0	0	0	1	0	0.199	0.789	NaN	NaN	NaN	0.199	1.000
2778	MAP3K10	mitogen-activated protein kinase kinase kinase 10	476229	4	3	4	1	2	0	1	0	1	0	0.0629	0.554	0.774	0.355	0.790	0.199	1.000
2779	SPAG8	sperm associated antigen 8	423225	1	1	1	0	0	0	0	1	0	0	0.199	0.818	NaN	NaN	NaN	0.199	1.000
2780	LYSMD4	LysM, putative peptidoglycan-binding, domain containing 4	223763	1	1	1	0	0	0	0	0	1	0	0.199	0.745	NaN	NaN	NaN	0.199	1.000
2781	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	354829	1	1	1	0	0	0	0	0	1	0	0.199	0.769	NaN	NaN	NaN	0.199	1.000
2782	FPR1	formyl peptide receptor 1	259854	1	1	1	0	0	1	0	0	0	0	0.199	0.667	NaN	NaN	NaN	0.199	1.000
2783	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	382611	1	1	1	0	0	1	0	0	0	0	0.199	0.780	NaN	NaN	NaN	0.199	1.000
2784	PTCD3	Pentatricopeptide repeat domain 3	531419	1	1	1	0	0	1	0	0	0	0	0.199	0.796	NaN	NaN	NaN	0.199	1.000
2785	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	218757	1	1	1	0	0	1	0	0	0	0	0.200	0.800	NaN	NaN	NaN	0.200	1.000
2786	DSG2	desmoglein 2	823570	3	3	3	0	1	2	0	0	0	0	0.102	0.416	0.389	0.235	0.491	0.200	1.000
2787	EIF2B3	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa	352805	1	1	1	0	0	0	0	0	1	0	0.200	1.000	NaN	NaN	NaN	0.200	1.000
2788	ZNF230	zinc finger protein 230	352828	2	2	2	0	0	1	0	0	1	0	0.0499	0.594	0.262	0.431	1.000	0.200	1.000
2789	RANBP9	RAN binding protein 9	439062	1	1	1	0	1	0	0	0	0	0	0.200	0.632	NaN	NaN	NaN	0.200	1.000
2790	LPPR4		512290	2	2	2	0	1	0	1	0	0	0	0.0500	0.510	0.822	0.350	1.000	0.200	1.000
2791	TMEM26	transmembrane protein 26	276374	1	1	1	0	1	0	0	0	0	0	0.200	0.643	NaN	NaN	NaN	0.200	1.000
2792	DNAH7	dynein, axonemal, heavy chain 7	3011909	5	5	5	0	0	2	1	0	2	0	0.310	0.373	0.138	0.279	0.162	0.200	1.000
2793	PRMT3	protein arginine methyltransferase 3	395006	1	1	1	0	0	0	0	0	1	0	0.200	0.607	NaN	NaN	NaN	0.200	1.000
2794	HSPA4	heat shock 70kDa protein 4	613118	2	2	2	0	0	1	0	0	1	0	0.0501	0.812	0.167	0.836	1.000	0.200	1.000
2795	SLC35F1	solute carrier family 35, member F1	296184	2	2	2	1	0	1	0	0	1	0	0.0726	0.737	0.477	0.131	0.690	0.200	1.000
2796	EYA4	eyes absent homolog 4 (Drosophila)	515424	1	1	1	0	1	0	0	0	0	0	0.200	0.641	NaN	NaN	NaN	0.200	1.000
2797	RBM23	RNA binding motif protein 23	324646	1	1	1	0	1	0	0	0	0	0	0.200	0.798	NaN	NaN	NaN	0.200	1.000
2798	ACPT	acid phosphatase, testicular	226184	2	2	2	0	1	0	0	0	1	0	0.0502	0.438	0.469	0.923	1.000	0.200	1.000
2799	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	323280	2	2	2	0	0	1	0	0	1	0	0.0502	0.615	0.778	0.862	1.000	0.200	1.000
2800	PTPN5	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	392276	2	2	2	0	2	0	0	0	0	0	0.134	0.417	0.284	0.423	0.374	0.200	1.000
2801	ACSM5	acyl-CoA synthetase medium-chain family member 5	440305	2	2	2	0	1	1	0	0	0	0	0.141	0.473	0.753	0.0493	0.357	0.201	1.000
2802	NR2E3	nuclear receptor subfamily 2, group E, member 3	173822	1	1	1	0	1	0	0	0	0	0	0.201	0.661	NaN	NaN	NaN	0.201	1.000
2803	MYBPC3	myosin binding protein C, cardiac	704838	3	3	3	0	3	0	0	0	0	0	0.248	0.324	0.114	0.694	0.203	0.201	1.000
2804	LOC649330		217956	1	1	1	1	1	0	0	0	0	0	0.201	0.931	NaN	NaN	NaN	0.201	1.000
2805	HLA-F	major histocompatibility complex, class I, F	315391	1	1	1	0	0	1	0	0	0	0	0.201	0.694	NaN	NaN	NaN	0.201	1.000
2806	CCKBR	cholecystokinin B receptor	325819	1	1	1	0	0	0	0	1	0	0	0.201	0.786	NaN	NaN	NaN	0.201	1.000
2807	GPM6B	glycoprotein M6B	271006	1	1	1	0	1	0	0	0	0	0	0.201	0.613	NaN	NaN	NaN	0.201	1.000
2808	GJA5	gap junction protein, alpha 5, 40kDa	265922	2	2	2	0	1	0	0	1	0	0	0.0533	0.603	0.0372	0.960	0.947	0.201	1.000
2809	PI16	peptidase inhibitor 16	322084	1	1	1	1	1	0	0	0	0	0	0.201	0.872	NaN	NaN	NaN	0.201	1.000
2810	MTA2	metastasis associated 1 family, member 2	507857	1	1	1	0	0	0	0	1	0	0	0.201	0.831	NaN	NaN	NaN	0.201	1.000
2811	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	369613	2	2	2	0	0	0	2	0	0	0	0.0506	0.583	0.847	0.662	1.000	0.201	1.000
2812	LIN28A	lin-28 homolog A (C. elegans)	153133	1	1	1	0	1	0	0	0	0	0	0.202	0.641	NaN	NaN	NaN	0.202	1.000
2813	PNMT	phenylethanolamine N-methyltransferase	180878	1	1	1	0	1	0	0	0	0	0	0.202	0.688	NaN	NaN	NaN	0.202	1.000
2814	IL27RA	interleukin 27 receptor, alpha	448861	3	3	3	0	1	2	0	0	0	0	0.0507	0.328	0.580	0.936	1.000	0.202	1.000
2815	CAMK4	calcium/calmodulin-dependent protein kinase IV	357587	1	1	1	0	0	0	0	0	1	0	0.202	1.000	NaN	NaN	NaN	0.202	1.000
2816	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	405625	1	1	1	1	0	0	1	0	0	0	0.202	0.932	NaN	NaN	NaN	0.202	1.000
2817	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	400011	1	1	1	0	0	1	0	0	0	0	0.202	0.692	NaN	NaN	NaN	0.202	1.000
2818	DCAF12L1	DDB1 and CUL4 associated factor 12-like 1	342895	1	1	1	1	0	0	0	1	0	0	0.202	0.934	NaN	NaN	NaN	0.202	1.000
2819	RAB24	RAB24, member RAS oncogene family	158424	1	1	1	0	1	0	0	0	0	0	0.202	0.750	NaN	NaN	NaN	0.202	1.000
2820	TMEM119	transmembrane protein 119	191569	1	1	1	0	1	0	0	0	0	0	0.202	0.580	NaN	NaN	NaN	0.202	1.000
2821	MYO1H	myosin IH	675743	2	2	2	0	0	1	0	1	0	0	0.117	0.606	0.602	0.299	0.434	0.202	1.000
2822	MKL1	megakaryoblastic leukemia (translocation) 1	629206	2	2	2	1	1	0	0	0	1	0	0.265	0.929	0.194	0.0800	0.192	0.202	1.000
2823	RNF145	ring finger protein 145	517595	1	1	1	0	0	0	0	0	1	0	0.202	1.000	NaN	NaN	NaN	0.202	1.000
2824	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	349190	1	1	1	1	0	0	0	0	1	0	0.202	0.891	NaN	NaN	NaN	0.202	1.000
2825	DUOX2	dual oxidase 2	1033271	4	3	4	0	1	0	2	1	0	0	0.136	0.425	0.369	0.297	0.374	0.202	1.000
2826	FCRL4	Fc receptor-like 4	384587	2	2	2	1	1	0	0	0	1	0	0.0567	0.842	0.766	0.481	0.897	0.202	1.000
2827	OR6K6	olfactory receptor, family 6, subfamily K, member 6	254801	1	1	1	0	0	1	0	0	0	0	0.202	0.691	NaN	NaN	NaN	0.202	1.000
2828	C3orf19	chromosome 3 open reading frame 19	351941	2	2	2	0	0	1	1	0	0	0	0.0509	0.589	0.931	0.240	1.000	0.203	1.000
2829	TBC1D7	TBC1 domain family, member 7	223770	1	1	1	0	0	0	1	0	0	0	0.203	0.769	NaN	NaN	NaN	0.203	1.000
2830	NCAPG2	non-SMC condensin II complex, subunit G2	866427	2	2	2	0	0	0	0	0	2	0	0.271	0.649	0.491	0.107	0.188	0.203	1.000
2831	KIAA1045	KIAA1045	295948	2	2	2	0	2	0	0	0	0	0	0.0509	0.564	0.980	0.542	1.000	0.203	1.000
2832	ASB7	ankyrin repeat and SOCS box-containing 7	240129	1	1	1	0	1	0	0	0	0	0	0.203	0.693	NaN	NaN	NaN	0.203	1.000
2833	CCND3	cyclin D3	194929	1	1	1	0	1	0	0	0	0	0	0.203	0.699	NaN	NaN	NaN	0.203	1.000
2834	KCNIP1	Kv channel interacting protein 1	199629	1	1	1	0	0	0	0	1	0	0	0.203	0.882	NaN	NaN	NaN	0.203	1.000
2835	C14orf159	chromosome 14 open reading frame 159	470195	1	1	1	0	0	0	1	0	0	0	0.203	0.765	NaN	NaN	NaN	0.203	1.000
2836	MTERFD3	MTERF domain containing 3	285721	1	1	1	0	0	1	0	0	0	0	0.203	0.791	NaN	NaN	NaN	0.203	1.000
2837	SLCO1B1	solute carrier organic anion transporter family, member 1B1	518334	1	1	1	1	0	1	0	0	0	0	0.203	0.948	NaN	NaN	NaN	0.203	1.000
2838	SCUBE2	signal peptide, CUB domain, EGF-like 2	726271	3	3	3	0	1	0	1	0	1	0	0.0566	0.563	0.727	0.720	0.903	0.203	1.000
2839	IRS4	insulin receptor substrate 4	916497	3	3	3	0	0	1	0	1	1	0	0.0911	0.636	0.385	0.789	0.561	0.203	1.000
2840	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	282320	1	1	1	0	0	0	0	0	1	0	0.203	1.000	NaN	NaN	NaN	0.203	1.000
2841	ANKRD13C	ankyrin repeat domain 13C	398522	1	1	1	0	0	0	1	0	0	0	0.203	0.748	NaN	NaN	NaN	0.203	1.000
2842	MYNN	myoneurin	457360	1	1	1	0	0	0	1	0	0	0	0.203	0.735	NaN	NaN	NaN	0.203	1.000
2843	ZNF287	zinc finger protein 287	567057	2	2	2	0	1	0	0	0	1	0	0.112	0.803	0.608	0.239	0.459	0.204	1.000
2844	CORO1B	coronin, actin binding protein, 1B	327905	1	1	1	0	0	1	0	0	0	0	0.204	0.636	NaN	NaN	NaN	0.204	1.000
2845	RIOK1	RIO kinase 1 (yeast)	390802	1	1	1	0	0	0	0	0	1	0	0.204	0.763	NaN	NaN	NaN	0.204	1.000
2846	MEPCE	methylphosphate capping enzyme	418842	2	2	2	0	0	0	1	0	1	0	0.0513	0.551	0.956	0.980	1.000	0.204	1.000
2847	DUSP18	dual specificity phosphatase 18	139785	1	1	1	1	1	0	0	0	0	0	0.204	0.912	NaN	NaN	NaN	0.204	1.000
2848	LRRC3	leucine rich repeat containing 3	191379	1	1	1	0	1	0	0	0	0	0	0.204	0.662	NaN	NaN	NaN	0.204	1.000
2849	PRPH2	peripherin 2 (retinal degeneration, slow)	254500	1	1	1	0	0	1	0	0	0	0	0.204	0.640	NaN	NaN	NaN	0.204	1.000
2850	CRP	C-reactive protein, pentraxin-related	167938	1	1	1	1	0	1	0	0	0	0	0.204	0.878	NaN	NaN	NaN	0.204	1.000
2851	AES	amino-terminal enhancer of split	126262	1	1	1	0	1	0	0	0	0	0	0.204	0.608	NaN	NaN	NaN	0.204	1.000
2852	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	348167	1	1	1	1	0	0	1	0	0	0	0.204	0.942	NaN	NaN	NaN	0.204	1.000
2853	LRRC14	leucine rich repeat containing 14	366961	1	1	1	1	0	0	1	0	0	0	0.204	0.948	NaN	NaN	NaN	0.204	1.000
2854	FAM111B	family with sequence similarity 111, member B	543731	2	2	1	0	0	0	0	0	2	0	0.115	1.000	0.00941	0.892	0.447	0.204	1.000
2855	MYBPHL	myosin binding protein H-like	269648	1	1	1	0	1	0	0	0	0	0	0.204	0.676	NaN	NaN	NaN	0.204	1.000
2856	CA6	carbonic anhydrase VI	233866	1	1	1	0	0	1	0	0	0	0	0.205	0.687	NaN	NaN	NaN	0.205	1.000
2857	BCHE	butyrylcholinesterase	440060	1	1	1	0	0	0	0	0	1	0	0.205	1.000	NaN	NaN	NaN	0.205	1.000
2858	CSNK1G3	casein kinase 1, gamma 3	346094	1	1	1	0	0	0	1	0	0	0	0.205	0.719	NaN	NaN	NaN	0.205	1.000
2859	PTDSS1	phosphatidylserine synthase 1	360530	1	1	1	0	0	0	0	0	1	0	0.205	0.719	NaN	NaN	NaN	0.205	1.000
2860	OR4M2	olfactory receptor, family 4, subfamily M, member 2	232392	1	1	1	0	0	1	0	0	0	0	0.205	0.683	NaN	NaN	NaN	0.205	1.000
2861	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	514772	1	1	1	0	0	0	0	1	0	0	0.205	0.862	NaN	NaN	NaN	0.205	1.000
2862	TRAM1	translocation associated membrane protein 1	286158	1	1	1	0	0	1	0	0	0	0	0.205	0.770	NaN	NaN	NaN	0.205	1.000
2863	TEAD2	TEA domain family member 2	336644	1	1	1	0	0	0	0	0	1	0	0.205	1.000	NaN	NaN	NaN	0.205	1.000
2864	CHD6	chromodomain helicase DNA binding protein 6	2016972	3	3	3	1	0	0	1	0	2	0	0.325	0.928	0.0777	0.236	0.159	0.205	1.000
2865	RASEF	RAS and EF-hand domain containing	489193	1	1	1	0	0	1	0	0	0	0	0.205	0.774	NaN	NaN	NaN	0.205	1.000
2866	C1orf87	chromosome 1 open reading frame 87	411077	1	1	1	0	0	0	0	1	0	0	0.205	0.861	NaN	NaN	NaN	0.205	1.000
2867	MKI67	antigen identified by monoclonal antibody Ki-67	2416980	4	4	4	3	1	0	1	1	1	0	0.924	0.975	0.0267	0.409	0.0561	0.205	1.000
2868	KRT16	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)	325045	1	1	1	0	0	0	0	1	0	0	0.205	0.839	NaN	NaN	NaN	0.205	1.000
2869	CLRN2	clarin 2	174906	1	1	1	0	1	0	0	0	0	0	0.205	0.609	NaN	NaN	NaN	0.205	1.000
2870	C17orf53	chromosome 17 open reading frame 53	485016	1	1	1	0	0	0	0	1	0	0	0.206	0.817	NaN	NaN	NaN	0.206	1.000
2871	PSG2	pregnancy specific beta-1-glycoprotein 2	252888	1	1	1	0	0	0	1	0	0	0	0.206	0.746	NaN	NaN	NaN	0.206	1.000
2872	PRSS55	protease, serine, 55	262208	1	1	1	0	0	0	1	0	0	0	0.206	0.790	NaN	NaN	NaN	0.206	1.000
2873	DDX60L	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like	1042286	3	3	3	1	0	0	2	0	1	0	0.101	0.813	0.230	0.827	0.515	0.206	1.000
2874	TUBB2B	tubulin, beta 2B	227588	1	1	1	0	0	1	0	0	0	0	0.206	0.659	NaN	NaN	NaN	0.206	1.000
2875	OR56A4	olfactory receptor, family 56, subfamily A, member 4	270476	1	1	1	0	0	0	0	0	1	0	0.206	1.000	NaN	NaN	NaN	0.206	1.000
2876	RASSF2	Ras association (RalGDS/AF-6) domain family member 2	251017	1	1	1	1	1	0	0	0	0	0	0.206	0.940	NaN	NaN	NaN	0.206	1.000
2877	SCN1A	sodium channel, voltage-gated, type I, alpha subunit	1484840	6	5	6	0	2	0	1	1	2	0	0.0734	0.172	0.685	0.264	0.709	0.206	1.000
2878	ARID5B	AT rich interactive domain 5B (MRF1-like)	882592	3	3	3	1	1	1	0	1	0	0	0.121	0.665	0.257	0.677	0.429	0.206	1.000
2879	FCRLB	Fc receptor-like B	292896	2	2	2	0	1	1	0	0	0	0	0.0917	0.435	0.851	0.175	0.568	0.206	1.000
2880	GPR4	G protein-coupled receptor 4	268855	1	1	1	0	0	1	0	0	0	0	0.206	0.594	NaN	NaN	NaN	0.206	1.000
2881	RABGAP1	RAB GTPase activating protein 1	809014	3	3	3	0	2	0	0	0	1	0	0.0522	0.387	0.768	0.326	1.000	0.206	1.000
2882	PCDHB2	protocadherin beta 2	589447	3	3	3	2	2	1	0	0	0	0	0.178	0.759	0.173	0.354	0.293	0.206	1.000
2883	JPH4	junctophilin 4	215429	1	1	1	1	1	0	0	0	0	0	0.207	0.896	NaN	NaN	NaN	0.207	1.000
2884	SH3GL2	SH3-domain GRB2-like 2	265997	1	1	1	0	0	0	0	0	1	0	0.207	0.755	NaN	NaN	NaN	0.207	1.000
2885	CLVS1	clavesin 1	265671	1	1	1	0	1	0	0	0	0	0	0.207	0.681	NaN	NaN	NaN	0.207	1.000
2886	SGMS1	sphingomyelin synthase 1	310158	2	2	2	0	0	1	0	0	1	0	0.0651	0.486	0.455	0.849	0.805	0.207	1.000
2887	ZNF692	zinc finger protein 692	380271	1	1	1	0	0	0	0	1	0	0	0.207	0.832	NaN	NaN	NaN	0.207	1.000
2888	PPIB	peptidylprolyl isomerase B (cyclophilin B)	162914	1	1	1	0	1	0	0	0	0	0	0.207	0.652	NaN	NaN	NaN	0.207	1.000
2889	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	236406	1	1	1	0	1	0	0	0	0	0	0.207	0.711	NaN	NaN	NaN	0.207	1.000
2890	RRAD	Ras-related associated with diabetes	167162	1	1	1	0	1	0	0	0	0	0	0.207	0.735	NaN	NaN	NaN	0.207	1.000
2891	TRAM2	translocation associated membrane protein 2	281420	2	2	2	0	0	0	0	0	2	0	0.0525	0.596	0.456	0.590	1.000	0.207	1.000
2892	SNTG2	syntrophin, gamma 2	294723	2	2	2	0	0	2	0	0	0	0	0.0525	0.530	0.258	0.269	1.000	0.207	1.000
2893	TTC1	tetratricopeptide repeat domain 1	220482	1	1	1	1	0	1	0	0	0	0	0.207	0.950	NaN	NaN	NaN	0.207	1.000
2894	NUBPL	nucleotide binding protein-like	234654	1	1	1	1	0	1	0	0	0	0	0.207	0.967	NaN	NaN	NaN	0.207	1.000
2895	C7orf43	chromosome 7 open reading frame 43	290259	1	1	1	0	1	0	0	0	0	0	0.208	0.674	NaN	NaN	NaN	0.208	1.000
2896	POTEG	POTE ankyrin domain family, member G	288995	2	2	2	0	1	1	0	0	0	0	0.0526	0.554	0.170	0.831	1.000	0.208	1.000
2897	SKA1	spindle and kinetochore associated complex subunit 1	193909	1	1	1	0	0	1	0	0	0	0	0.208	0.788	NaN	NaN	NaN	0.208	1.000
2898	FKBP5	FK506 binding protein 5	361936	1	1	1	0	0	1	0	0	0	0	0.208	0.782	NaN	NaN	NaN	0.208	1.000
2899	NBPF7	neuroblastoma breakpoint family, member 7	319005	2	2	2	0	0	0	0	1	1	0	0.0528	0.866	0.998	0.684	1.000	0.208	1.000
2900	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	185481	1	1	1	0	0	1	0	0	0	0	0.208	0.806	NaN	NaN	NaN	0.208	1.000
2901	CAPZB	capping protein (actin filament) muscle Z-line, beta	193820	1	1	1	0	0	0	1	0	0	0	0.208	0.806	NaN	NaN	NaN	0.208	1.000
2902	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	486235	1	1	1	0	1	0	0	0	0	0	0.208	0.731	NaN	NaN	NaN	0.208	1.000
2903	UGT2B11	UDP glucuronosyltransferase 2 family, polypeptide B11	394096	2	2	2	0	0	1	0	1	0	0	0.0529	0.665	0.529	0.904	1.000	0.208	1.000
2904	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	209370	1	1	1	0	0	0	0	0	1	0	0.208	0.754	NaN	NaN	NaN	0.208	1.000
2905	ATP11B	ATPase, class VI, type 11B	877429	3	2	3	1	0	1	0	0	2	0	0.224	0.906	0.169	0.811	0.236	0.208	1.000
2906	ACY3	aspartoacylase (aminocyclase) 3	196695	1	1	1	0	1	0	0	0	0	0	0.208	0.633	NaN	NaN	NaN	0.208	1.000
2907	CDHR2	cadherin-related family member 2	937779	3	3	3	0	1	2	0	0	0	0	0.209	0.270	0.105	0.956	0.253	0.208	1.000
2908	RHOB	ras homolog gene family, member B	146166	1	1	1	0	1	0	0	0	0	0	0.209	0.659	NaN	NaN	NaN	0.209	1.000
2909	ZNF500	zinc finger protein 500	300618	1	1	1	0	0	0	0	0	1	0	0.209	0.806	NaN	NaN	NaN	0.209	1.000
2910	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	558043	1	1	1	1	0	1	0	0	0	0	0.209	0.950	NaN	NaN	NaN	0.209	1.000
2911	AQP2	aquaporin 2 (collecting duct)	191305	1	1	1	0	1	0	0	0	0	0	0.209	0.642	NaN	NaN	NaN	0.209	1.000
